Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Number of patrons,Longitude,Latitude,Location
2020,6,578321,573333,Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Icebar Melbourne,"Tenancy 15, Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000",166,144.96994,-37.81778,"-37.81778, 144.96994"
2020,6,578327,573333,"Tenancy 18, Zinc 2 Swanston Street MELBOURNE VIC 3000",Melbourne (CBD),Zinc at Federation Square,"Tenancy 18, Zinc 2 Swanston Street MELBOURNE VIC 3000",1000,144.96994,-37.81778,"-37.81778, 144.96994"
2020,11,103993,103993,Waterside Hotel 508-514 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Waterside Hotel,Waterside Hotel 508-514 Flinders Street MELBOURNE VIC 3000,983,144.95715,-37.82017,"-37.82017, 144.95715"
2020,11,105294,105294,27-31 King Street MELBOURNE VIC 3000,Melbourne (CBD),State Of Grace,"Basement , Ground & Rooftop 27 King Street MELBOURNE VIC 3000",200,144.95695,-37.81976,"-37.81976, 144.95695"
2020,12,105401,105401,14-20 King Street MELBOURNE VIC 3000,Melbourne (CBD),Tramp Bar,Basement 20 King Street MELBOURNE VIC 3000,260,144.95771,-37.81978,"-37.81978, 144.95771"
2020,14,101099,101099,16-26 Bond Street MELBOURNE VIC 3000,Melbourne (CBD),Bond Bar,Ground 20-24 Bond Street MELBOURNE VIC 3000,500,144.96306,-37.81815,"-37.81815, 144.96306"
2020,14,103165,103165,1-5 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Dreams Gentlemen's Club,288 Flinders Street MELBOURNE VIC 3000,160,144.96461,-37.81806,"-37.81806, 144.96461"
2020,14,103172,103172,31-39 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),The Joint Bar,Level 1-2 35 Elizabeth Street MELBOURNE VIC 3000,329,144.96433,-37.81742,"-37.81742, 144.96433"
2020,14,103950,103950,335-339 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Bartronica,Basement 335 Flinders Lane MELBOURNE VIC 3000,200,144.96323,-37.81785,"-37.81785, 144.96323"
2020,15,103944,103944,Tomasetti House 277-279 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),The Mill House Bar,"Unit 1, Basement 277 Flinders Lane MELBOURNE VIC 3000",400,144.9653,-37.81724,"-37.81724, 144.9653"
2020,15,109257,109257,Young And Jacksons Hotel 1-7 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Young & Jacksons,Young And Jacksons Hotel 1-7 Swanston Street MELBOURNE VIC 3000,470,144.96702,-37.81736,"-37.81736, 144.96702"
2020,16,103938,103938,Adelphi Hotel 187 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Mon Bijou,"Unit 10, Level 10 187 Flinders Lane MELBOURNE VIC 3000",180,144.96838,-37.81636,"-37.81636, 144.96838"
2020,16,104020,104020,150-162 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Forum Theatre Bar,Part Ground 150-162 Flinders Street MELBOURNE VIC 3000,1500,144.96939,-37.81649,"-37.81649, 144.96939"
2020,16,108532,108532,Cavendish House Apartments 27-37 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Whiskey Den,"Lot 2B, Ground 27 Russell Street MELBOURNE VIC 3000",40,144.96925,-37.81599,"-37.81599, 144.96925"
2020,17,103924,103924,107-109 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Jack & Bones,Basement 107 Flinders Lane MELBOURNE VIC 3000,230,144.97083,-37.81561,"-37.81561, 144.97083"
2020,17,103925,103925,121-123 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Sake Restaurant and Bar,"Unit 1, Gnd & Bmt 121 Flinders Lane MELBOURNE VIC 3000",350,144.97051,-37.81567,"-37.81567, 144.97051"
2020,23,102099,102099,419-429 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Ms Collins,Part Gnd & Mezzanine 425 Collins Street MELBOURNE VIC 3000,850,144.96065,-37.81753,"-37.81753, 144.96065"
2020,25,101789,101789,252-254 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Hell’s Kitchen,Mezzanine 20A Centre Place MELBOURNE VIC 3000,55,144.9656,-37.8166,"-37.8166, 144.9656"
2020,27,541562,102071,Grand Hyatt Hotel Gnd to Level 29 121-131 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),RU-CO,Part UprGround 121-131 Collins Street MELBOURNE VIC 3000,400,144.96981,-37.81512,"-37.81512, 144.96981"
2020,33,100727,100727,Mitre Tavern 5-9 Bank Place MELBOURNE VIC 3000,Melbourne (CBD),Mitre Tavern,Mitre Tavern 5-9 Bank Place MELBOURNE VIC 3000,300,144.96029,-37.8168,"-37.8168, 144.96029"
2020,33,108065,108065,93-95 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),GG EZ Bar,Basement 95 Queen Street MELBOURNE VIC 3000,167,144.96097,-37.81638,"-37.81638, 144.96097"
2020,33,108067,108067,103-105 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Chaise Lounge,Basement 105 Queen Street MELBOURNE VIC 3000,140,144.96081,-37.81615,"-37.81615, 144.96081"
2020,33,110148,110148,98-110 William Street MELBOURNE VIC 3000,Melbourne (CBD),The Australian Club,98-110 William Street MELBOURNE VIC 3000,280,144.95912,-37.81675,"-37.81675, 144.95912"
2020,43,108068,108068,111-129 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),CQ Bar,Part Ground 113 Queen Street MELBOURNE VIC 3000,80,144.96064,-37.81581,"-37.81581, 144.96064"
2020,43,108068,108068,111-129 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),CitiClub On Queen Hotel,"Pt Gnd & Lvl 1, Level 2-7 113 Queen Street MELBOURNE VIC 3000",940,144.96064,-37.81581,"-37.81581, 144.96064"
2020,45,105960,105960,The Hub Arcade 318-322 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),New Guernica,Level 2 318-322 Little Collins Street MELBOURNE VIC 3000,380,144.96401,-37.81489,"-37.81489, 144.96401"
2020,46,109413,109413,146 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cabinet Bar,11 Rainbow Alley MELBOURNE VIC 3000,90,144.9662,-37.81418,"-37.81418, 144.9662"
2020,48,103626,103626,114-122 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),European Bier Cafe,114-122 Exhibition Street MELBOURNE VIC 3000,550,144.9712,-37.81286,"-37.81286, 144.9712"
2020,48,503031,503031,19-23 Meyers Place MELBOURNE VIC 3000,Melbourne (CBD),Loop Project Space & Bar,Ground 19-23 Meyers Place MELBOURNE VIC 3000,152,144.97211,-37.81215,"-37.81215, 144.97211"
2020,52,592048,592048,188-202 King Street MELBOURNE VIC 3000,Melbourne (CBD),La Di Da,188-200 King Street MELBOURNE VIC 3000,458,144.95562,-37.81551,"-37.81551, 144.95562"
2020,54,104653,104653,21-25 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Campari House,21-25 Hardware Lane MELBOURNE VIC 3000,326,144.96131,-37.81409,"-37.81409, 144.96131"
2020,56,101206,101206,188 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Heros Rooftop Bar,Level 2 & Rooftop 188 Bourke Street MELBOURNE VIC 3000,302,144.96761,-37.8127,"-37.8127, 144.96761"
2020,56,101207,101207,184-186 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Stars KTV and Lounge,Level 1-4 184-186 Bourke Street MELBOURNE VIC 3000,204,144.96769,-37.81268,"-37.81268, 144.96769"
2020,56,108538,108538,163-169 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Sky Lounge KTV,Level 1 163-165 Russell Street MELBOURNE VIC 3000,300,144.96765,-37.81247,"-37.81247, 144.96765"
2020,57,101214,101214,146-150 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),FM Karaoke Bar,Pt Gnd & Levels 1-2 146 Bourke Street MELBOURNE VIC 3000,100,144.96874,-37.81235,"-37.81235, 144.96874"
2020,58,105828,105828,19-25 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Mrs Parma's,19 Little Bourke Street MELBOURNE VIC 3000,300,144.97199,-37.81074,"-37.81074, 144.97199"
2020,64,104659,104659,67-73 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Charlie's Bar,Basement 67 Hardware Lane MELBOURNE VIC 3000,143,144.96091,-37.81323,"-37.81323, 144.96091"
2020,64,105870,105870,380-384 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Kirk's Public Bar,382 Little Bourke Street MELBOURNE VIC 3000,98,144.96133,-37.81354,"-37.81354, 144.96133"
2020,65,105875,105875,Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Beneath Driver Lane,Basement 318 Little Bourke Street MELBOURNE VIC 3000,118,144.96313,-37.81293,"-37.81293, 144.96313"
2020,65,105875,105875,Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Penny Blue,2 Driver Lane MELBOURNE VIC 3000,85,144.96313,-37.81293,"-37.81293, 144.96313"
2020,66,105694,105694,233-237 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Mezcalito Agave Bar,235 Lonsdale Street MELBOURNE VIC 3000,100,144.96555,-37.81158,"-37.81158, 144.96555"
2020,66,105694,105694,233-237 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),The Emerald Peacock,233 Lonsdale Street MELBOURNE VIC 3000,300,144.96555,-37.81158,"-37.81158, 144.96555"
2020,66,105695,105695,239 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Ferdydurke,Level 1-2 239 Lonsdale Street MELBOURNE VIC 3000,100,144.96538,-37.81159,"-37.81159, 144.96538"
2020,66,109392,109392,Curtin House 248-258 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Rooftop Cinema & Bar,"Unit S15, Level 7 252 Swanston Street MELBOURNE VIC 3000",200,144.96527,-37.81199,"-37.81199, 144.96527"
2020,67,105673,105673,103-105 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Bomba Tapas Bar and Rooftop,Ground & Rooftop 103 Lonsdale Street MELBOURNE VIC 3000,145,144.96925,-37.81049,"-37.81049, 144.96925"
2020,67,105679,105679,131-137 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),True Colour Lounge,Part Level 1 128-130 Little Bourke Street MELBOURNE VIC 3000,170,144.96851,-37.81093,"-37.81093, 144.96851"
2020,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),La La Land,Level 1 391 Little Lonsdale Street MELBOURNE VIC 3000,175,144.96034,-37.81187,"-37.81187, 144.96034"
2020,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Idarts Hive,243 Little Lonsdale Street MELBOURNE VIC 3000,100,144.96573,-37.81068,"-37.81068, 144.96573"
2020,78,110724,580091,17 Casselden Place MELBOURNE VIC 3000,Melbourne (CBD),Little Lon Distilling Co.,17 Casselden Place MELBOURNE VIC 3000,20,144.97073,-37.8092,"-37.8092, 144.97073"
2020,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Party World Karaoke Bar,"Shop 301, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",500,144.96284,-37.8109,"-37.8109, 144.96284"
2020,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Hoyts,Cinema Level 3 300 Lonsdale Street MELBOURNE VIC 3000,300,144.96284,-37.8109,"-37.8109, 144.96284"
2020,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Strike Melbourne Central,"Shop 305, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",760,144.96284,-37.8109,"-37.8109, 144.96284"
2020,85,109302,109302,281-287 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Bornga,Level 1 258 Lonsdale Street MELBOURNE VIC 3000,40,144.96436,-37.81143,"-37.81143, 144.96436"
2020,103,104086,104086,211-213 Franklin Street MELBOURNE VIC 3000,Melbourne (CBD),Island Somewhere/Pinball Paradise,211-213 Franklin Street MELBOURNE VIC 3000,120,144.95784,-37.80968,"-37.80968, 144.95784"
2020,104,103219,103219,413-417 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Workshop,Level 1 413-417 Elizabeth Street MELBOURNE VIC 3000,230,144.96052,-37.80919,"-37.80919, 144.96052"
2020,216,102714,102714,350-352 Drummond Street CARLTON VIC 3053,Carlton,Taquito,Front 350-352 Drummond Street CARLTON VIC 3053,70,144.96927,-37.79771,"-37.79771, 144.96927"
2020,242,104461,104461,Prince Alfred Hotel 191-197 Grattan Street CARLTON VIC 3053,Carlton,The Prince Alfred Rooftop and Bar,Prince Alfred Hotel 191-197 Grattan Street CARLTON VIC 3053,492,144.96221,-37.80046,"-37.80046, 144.96221"
2020,255,101593,101593,Lincoln Hotel 91-95 Cardigan Street CARLTON VIC 3053,Carlton,Hotel Lincoln,Lincoln Hotel 91 Cardigan Street CARLTON VIC 3053,154,144.96451,-37.80449,"-37.80449, 144.96451"
2020,268,108154,108153,Montefiore House Exhibition Mews 49 Rathdowne Street CARLTON VIC 3053,Carlton,Epocha Restaurant,Montefiore House Exhibition Mews 49 Rathdowne Street CARLTON VIC 3053,124,144.96856,-37.80577,"-37.80577, 144.96856"
2020,270,579293,104468,University House Building 112 230 Grattan Street PARKVILLE VIC 3010,Parkville,University House Club,University House Building 112 230 Grattan Street PARKVILLE VIC 3010,611,144.96121,-37.79677,"-37.79677, 144.96121"
2020,347,110920,110920,Limerick Castle Hotel & Restaurant 161-163 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Limerick Castle Hotel & Restaurant,Limerick Castle Hotel & Restaurant 161-163 Errol Street NORTH MELBOURNE VIC 3051,50,144.94964,-37.80116,"-37.80116, 144.94964"
2020,358,109829,109829,Victoria Hotel 312-316 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,Queen Victoria Hostel,Victoria Hotel 312-316 Victoria Street NORTH MELBOURNE VIC 3051,130,144.95571,-37.80563,"-37.80563, 144.95571"
2020,362,109843,109843,232-238 Victoria Street MELBOURNE VIC 3000,North Melbourne,The Last Chance Rock & Roll Bar,238 Victoria Street MELBOURNE VIC 3000,180,144.95859,-37.80593,"-37.80593, 144.95859"
2020,369,103507,103507,Court House Hotel 86-90 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Court House Hotel,Court House Hotel 86-90 Errol Street NORTH MELBOURNE VIC 3051,50,144.94996,-37.80288,"-37.80288, 144.94996"
2020,424,109709,109709,313 Victoria Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Westwood Coffee & Wine,Ground 313 Victoria Street WEST MELBOURNE VIC 3003,50,144.95109,-37.80557,"-37.80557, 144.95109"
2020,435,107481,107481,65-67 Peel Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),The Drunken Poet Pty Ltd,Ground 65 Peel Street WEST MELBOURNE VIC 3003,50,144.9555,-37.80667,"-37.80667, 144.9555"
2020,441,108856,108856,Hotel Spencer 475-477 Spencer Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Hotel Spencer Bar & Grill,Ground 475 Spencer Street WEST MELBOURNE VIC 3003,150,144.94925,-37.80957,"-37.80957, 144.94925"
2020,658,110266,110266,MCG 120 Brunton Avenue EAST MELBOURNE VIC 3002,East Melbourne,Spotless Services,Part MCG 120 Brunton Avenue EAST MELBOURNE VIC 3002,2800,144.98319,-37.82001,"-37.82001, 144.98319"
2020,724,106798,106798,557 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Ormond Collective,Part 557 St Kilda Road MELBOURNE VIC 3004,350,144.98152,-37.84747,"-37.84747, 144.98152"
2020,730,110401,110401,334-342 City Road SOUTHBANK VIC 3006,Southbank,Urban Central Accomodation/Bar334,Pt Ground & Levels 1-5 334-342 City Road SOUTHBANK VIC 3006,290,144.95735,-37.82784,"-37.82784, 144.95735"
2020,733,110399,110399,105-107 Clarendon Street SOUTHBANK VIC 3006,Southbank,The Cloakroom Bar,Level 46 105 Clarendon Street SOUTHBANK VIC 3006,50,144.95826,-37.82713,"-37.82713, 144.95826"
2020,752,108653,110733,Theatres 100 St Kilda Road SOUTHBANK VIC 3006,Southbank,The Barre,100 St Kilda Road SOUTHBANK VIC 3006,300,144.96817,-37.82094,"-37.82094, 144.96817"
2020,753,110606,110380,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,P J O'Briens Irish Pub & Side Bar,"Shop 12-16, Ground 3 Southgate Avenue SOUTHBANK VIC 3006",549,144.9663,-37.82072,"-37.82072, 144.9663"
2020,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,The Pub at Crown,Part Casino 8 Whiteman Street SOUTHBANK VIC 3006,650,144.95833,-37.82316,"-37.82316, 144.95833"
2020,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Crown Entertainment Complex,Crown Entertainment Complex Crown Casino 8 Whiteman Street SOUTHBANK VIC 3006,320,144.95833,-37.82316,"-37.82316, 144.95833"
2020,804,692410,110484,Novotel Melbourne South Wharf Hotel 7 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Novotel Melbourne South Wharf,Novotel Melbourne South Wharf Hotel 7 Convention Centre Place SOUTH WHARF VIC 3006,50,144.95232,-37.82543,"-37.82543, 144.95232"
2020,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,Munich Brau Haus,45 South Wharf Promenade SOUTH WHARF VIC 3006,1100,144.95061,-37.82411,"-37.82411, 144.95061"
2020,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,The General Assembly,29 South Wharf Promenade SOUTH WHARF VIC 3006,610,144.95061,-37.82411,"-37.82411, 144.95061"
2020,806,110343,640947,Crown Casino Retail Precinct 27-45 Whiteman Street SOUTHBANK VIC 3006,Southbank,Kingpin Bowling Crown / Playtime,"Shop 120, Gnd & Mezz 27 Whiteman Street SOUTHBANK VIC 3006",347,144.95844,-37.8254,"-37.8254, 144.95844"
2020,813,110349,110349,1-23 City Road SOUTHBANK VIC 3006,Southbank,Testing Ground,1-23 City Road SOUTHBANK VIC 3006,500,144.96752,-37.82138,"-37.82138, 144.96752"
2020,1101,108973,108973,Southern Cross Station 85-161 Spencer Street DOCKLANDS VIC 3008,Docklands,Network Public Bar & Pizzeria,"Shop 4-5, Ground 99 Spencer Street DOCKLANDS VIC 3008",325,144.95223,-37.81841,"-37.81841, 144.95223"
2020,1104,576024,576023,Site One 747-757 Bourke Street DOCKLANDS VIC 3008,Docklands,The Nixon Hotel,749 Bourke Street DOCKLANDS VIC 3008,320,144.94799,-37.81938,"-37.81938, 144.94799"
2020,1105,640970,640970,14-24 Batmans Hill Drive DOCKLANDS VIC 3008,Docklands,Hightail,"Tenancy 40, LwrGround 18 Batmans Hill Drive DOCKLANDS VIC 3008",900,144.94982,-37.82131,"-37.82131, 144.94982"
2020,1110,593739,593739,O'Brien Icehouse 99-127 Pearl River Road DOCKLANDS VIC 3008,Docklands,Igloo Cafe & St Moritz Bar,Part Ground & Pt Mezzanine 1 105 Pearl River Road DOCKLANDS VIC 3008,100,144.93563,-37.81214,"-37.81214, 144.93563"
2020,2530,616125,616125,RSL 25-27 Rankins Road KENSINGTON VIC 3031,Kensington,Flemington & Kensington RSL Club,RSL 25-27 Rankins Road KENSINGTON VIC 3031,90,144.9322,-37.78932,"-37.78932, 144.9322"
2020,2538,616156,616156,40-48 Stubbs Street KENSINGTON VIC 3031,Kensington,Bonehead Brewing,86 Parsons Street KENSINGTON VIC 3031,80,144.93519,-37.79045,"-37.79045, 144.93519"
2020,6,578321,573333,Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Beer De Luxe,"Tenancy 17 & 23, Lvls 1-2 Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000",1000,144.96994,-37.81778,"-37.81778, 144.96994"
2020,6,578324,573333,"Tenancy 29, Transport Federation Square 2 Swanston Street MELBOURNE VIC 3000",Melbourne (CBD),Transport Hotel,"Tenancy 29, Ground 2 Swanston Street MELBOURNE VIC 3000",600,144.96994,-37.81778,"-37.81778, 144.96994"
2020,11,108971,108971,Holiday Inn on Flinders 561-585 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Holiday Inn On Flinders Melbourne,Holiday Inn on Flinders 561-585 Flinders Lane MELBOURNE VIC 3000,100,144.9551,-37.8202,"-37.8202, 144.9551"
2020,12,103994,103994,502-504 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Insignia on Flinders,502-504 Flinders Street MELBOURNE VIC 3000,100,144.95766,-37.82006,"-37.82006, 144.95766"
2020,12,104824,104824,11A Highlander Lane MELBOURNE VIC 3000,Melbourne (CBD),Highlander Bar,11A Highlander Lane MELBOURNE VIC 3000,202,144.95797,-37.8197,"-37.8197, 144.95797"
2020,14,104003,104003,Q2 Tower 2-8 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Candela Nuevo,Suite 1201 & Part Rooftop 2 Queen Street MELBOURNE VIC 3000,300,144.96271,-37.81859,"-37.81859, 144.96271"
2020,16,103938,103938,Adelphi Hotel 187 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),The Adelphi Hotel,Gnd-Lvl 7 187 Flinders Lane MELBOURNE VIC 3000,80,144.96838,-37.81636,"-37.81636, 144.96838"
2020,17,103922,103922,95-101 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Garden State Hotel,95-101 Flinders Lane MELBOURNE VIC 3000,840,144.9711,-37.81553,"-37.81553, 144.9711"
2020,17,103926,103926,125-127 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),GoGo Bar,Basement 125 Flinders Lane MELBOURNE VIC 3000,300,144.9704,-37.81569,"-37.81569, 144.9704"
2020,17,574438,574438,84-94 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Eau-De-Vie,Rear 88 Flinders Street MELBOURNE VIC 3000,150,144.97169,-37.81595,"-37.81595, 144.97169"
2020,21,606461,606461,607-623 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Batman's Hill On Collins Hotel,623 Collins Street MELBOURNE VIC 3000,1500,144.95469,-37.81929,"-37.81929, 144.95469"
2020,23,106436,106436,54-60 Market Street MELBOURNE VIC 3000,Melbourne (CBD),Oak & Vine Bar,"Unit 1R, Ground 60 Market Street MELBOURNE VIC 3000",370,144.96082,-37.81778,"-37.81778, 144.96082"
2020,27,102064,102064,69-73 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Harley House,Basement 71 Collins Street MELBOURNE VIC 3000,210,144.97135,-37.81434,"-37.81434, 144.97135"
2020,33,102124,102124,430-442 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Mug House,Part Ground 440 Collins Street MELBOURNE VIC 3000,80,144.95976,-37.81703,"-37.81703, 144.95976"
2020,33,105933,105933,425-427 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Irish Times,Gnd & Flr1 427 Little Collins Street MELBOURNE VIC 3000,170,144.96054,-37.81625,"-37.81625, 144.96054"
2020,33,105937,105937,435-443 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Marrakech Bar,LwrGround 25 Bank Place MELBOURNE VIC 3000,200,144.9601,-37.8164,"-37.8164, 144.9601"
2020,33,102131,110666,394 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Bank On Collins,Ground 394 Collins Street MELBOURNE VIC 3000,300,144.96108,-37.81661,"-37.81661, 144.96108"
2020,35,102141,102141,280-292 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Charles Dickens Tavern,Part Basement 290 Collins Street MELBOURNE VIC 3000,450,144.96434,-37.81553,"-37.81553, 144.96434"
2020,35,105919,105919,267 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Bar Americano,20 Presgrave Place MELBOURNE VIC 3000,10,144.9656,-37.81483,"-37.81483, 144.9656"
2020,37,102158,102158,86-88 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Indu & Mejico,86A Collins Street MELBOURNE VIC 3000,290,144.97058,-37.81394,"-37.81394, 144.97058"
2020,41,105948,105948,582-584 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Saint & Rogue,582-584 Little Collins Street MELBOURNE VIC 3000,300,144.95535,-37.81742,"-37.81742, 144.95535"
2020,43,101154,101154,RACV Building 483-501 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),RACV City Club,501 Bourke Street MELBOURNE VIC 3000,150,144.95958,-37.81589,"-37.81589, 144.95958"
2020,43,108069,108069,131-141 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),The Turf Bar & Restaurant,"Unit 1, LwrGround 131 Queen Street MELBOURNE VIC 3000",527,144.96053,-37.8155,"-37.8155, 144.96053"
2020,46,101133,101133,209-215 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Lychee Entertainment,Level 1-2 215 Bourke Street MELBOURNE VIC 3000,150,144.9673,-37.81328,"-37.81328, 144.9673"
2020,46,101136,101136,231-233 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Comedy Republic,Level 1 - 2 231 Bourke Street MELBOURNE VIC 3000,150,144.96684,-37.81344,"-37.81344, 144.96684"
2020,46,108537,108537,QT Melbourne 131-141 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),QT Melbourne,"Basement , Gnd & Level 1-8 & 11 133 Russell Street MELBOURNE VIC 3000",885,144.96784,-37.81343,"-37.81343, 144.96784"
2020,46,111394,111394,UB1 Little Hero Apartments 16-30 Russell Place MELBOURNE VIC 3000,Melbourne (CBD),Bar Ampere,16 Russell Place MELBOURNE VIC 3000,60,144.96744,-37.81354,"-37.81354, 144.96744"
2020,48,101113,101113,59-63 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Club Jankara,Level 2 59-63 Bourke Street MELBOURNE VIC 3000,150,144.97157,-37.81212,"-37.81212, 144.97157"
2020,48,101116,101116,79-85 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Good Heavens,Level 2 79 Bourke Street MELBOURNE VIC 3000,400,144.97104,-37.81218,"-37.81218, 144.97104"
2020,51,108963,108963,672-696 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Mail Exchange Hotel,Part Basement 688 Bourke Street MELBOURNE VIC 3000,600,144.95359,-37.81663,"-37.81663, 144.95359"
2020,53,110145,110145,170-176 William Street MELBOURNE VIC 3000,Melbourne (CBD),Pho Melbourne,170 William Street MELBOURNE VIC 3000,50,144.95822,-37.81492,"-37.81492, 144.95822"
2020,54,109954,109954,15-19 Warburton Lane MELBOURNE VIC 3000,Melbourne (CBD),Murmur Piano Bar,Level 1 15-19 Warburton Lane MELBOURNE VIC 3000,50,144.96185,-37.81381,"-37.81381, 144.96185"
2020,55,109284,109284,191-205 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Eva's Restaurant & Bar,Mezzanine 195 Swanston Street MELBOURNE VIC 3000,200,144.96501,-37.8131,"-37.8131, 144.96501"
2020,57,101217,101217,124-128 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Welcome Stranger,Ground 124-128 Bourke Street MELBOURNE VIC 3000,350,144.96926,-37.81207,"-37.81207, 144.96926"
